Event ID,Event Name,Start Date/Time,End Date/Time,Event Agency,Event Type,Event Borough,Event Location,Event Street Side,Street Closure Type,Community Board,Police Precinct
738465,Dancing in the park,08/03/2024 03:00:00 PM,08/03/2024 07:00:00 PM,Parks Department,Special Event,Queens,Springfield Park: Springfield Park,,N/A,"13,","105,"
746200,SMBC LAYMEN'S ANNUAL PICNIC,08/03/2024 10:00:00 AM,08/03/2024 05:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: Picnic House North,,N/A,"55,","78,"
738460,Dancing in the park,07/27/2024 03:00:00 PM,07/27/2024 09:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 94th Street,,N/A,"14,","100,"
739489,Picnic,08/17/2024 11:00:00 AM,08/17/2024 07:00:00 PM,Parks Department,Special Event,Queens,"Cambria Playground/Cabbell Park: Lawn   ,Cambria Playground/Cabbell Park: Softball-01",,N/A,"13,","105,"
745851,Alley Bowl IV,02/11/2024 09:30:00 AM,02/11/2024 11:00:00 AM,Parks Department,Special Event,Queens,Alley Pond Park: Alley Springfield BBQ Area Green,,N/A,"11,","111,"
739085,MOTHER'S DAY HALF MARATHON OR 5K,05/11/2024 09:00:00 AM,05/11/2024 11:00:00 AM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 94th Street,,N/A,"14,","100,"
745917,Miscellaneous,05/31/2024 09:00:00 AM,05/31/2024 01:00:00 PM,Parks Department,Special Event,Queens,Alley Pond Park: Alley Springfield BBQ Area Orange,,N/A,"11,","111,"
741469,Soccer - Non Regulation,01/23/2024 08:00:00 PM,01/23/2024 10:00:00 PM,Parks Department,Sport - Adult,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
740944,Miscellaneous,01/23/2024 01:00:00 PM,01/23/2024 05:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Manhattan Beach Park: Softball-01,,N/A,"15,","61,"
752963,PS 124 Field day,05/28/2024 10:00:00 AM,05/28/2024 02:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: Picnic House North,,N/A,"55,","78,"
741665,Lawn closure - Dene Lawn,01/24/2024 12:00:00 AM,01/24/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dene Lawn,,N/A,"64,","22,"
748230,Soccer - Non Regulation,01/23/2024 03:30:00 PM,01/23/2024 06:00:00 PM,Parks Department,Sport - Youth,Bronx,Crotona Park: Soccer-01,,N/A,"03,","42,"
741403,Soccer -Regulation,01/23/2024 04:00:00 PM,01/23/2024 06:00:00 PM,Parks Department,Sport - Youth,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
741592,Football - Youth,01/23/2024 08:00:00 PM,01/23/2024 11:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Leif Ericson Park: Dust Bowl - Soccer/Football-01,,N/A,"10,","68,"
747986,Football Ã¢â¬â Flag Football,01/24/2024 08:00:00 AM,01/24/2024 03:30:00 PM,Parks Department,Sport - Adult,Bronx,Van Cortlandt Park: Stadium-Soccer-08,,N/A,"26,","50,"
747914,Soccer - Non Regulation,01/23/2024 03:30:00 PM,01/23/2024 06:00:00 PM,Parks Department,Sport - Youth,Bronx,Crotona Park: Soccer-02,,N/A,"3,","42,"
743547,Tennis,01/24/2024 08:00:00 AM,01/24/2024 08:00:00 PM,Parks Department,Sport - Adult,Queens,"Astoria Park: Tennis-13 ,Crocheron Park: Tennis-06 ,Kissena Park: Tennis-12 ,Flushing Fields: Tennis-01 ,Juniper Valley Park: Juniper Playground-Tennis-02",,N/A,"05, 07, 1, 11,","104, 109, 111, 114,"
744785,Soccer -Regulation,01/24/2024 09:00:00 AM,01/24/2024 08:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-75",,N/A,"11,","25,"
745527,Soccer - Non Regulation,01/23/2024 03:00:00 PM,01/23/2024 06:00:00 PM,Parks Department,Sport - Youth,Manhattan,Peter's Field: Soccer-01,,N/A,"06,","13,"
739762,Lawn closure - Bowling Green,01/24/2024 12:00:00 AM,01/24/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Bowling Green Lawn,,N/A,"64,","22,"
744990,Soccer - Non Regulation,01/23/2024 03:00:00 PM,01/23/2024 06:00:00 PM,Parks Department,Sport - Youth,Manhattan,Chelsea Park: Soccer-01,,N/A,"04,","10,"
741139,Soccer - Non Regulation,01/23/2024 08:00:00 PM,01/23/2024 10:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Bushwick Inlet Park: Soccer-01,,N/A,"01,","94,"
753528,RIPA Events,01/24/2024 06:00:00 AM,01/24/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Randall's Island Park: Soccer-10,,N/A,"11,","25,"
748649,Soccer - Non Regulation,01/23/2024 04:30:00 PM,01/23/2024 06:00:00 PM,Parks Department,Sport - Youth,Manhattan,James J Walker Park: Soccer-01,,N/A,"2,","6,"
741372,Soccer - Non Regulation,01/23/2024 01:00:00 PM,01/23/2024 03:00:00 PM,Parks Department,Sport - Adult,Manhattan,Sara D. Roosevelt Park: Nike Field-Soccer-02,,N/A,"03,","5,"
752593,PRODUCTION PARKING - Hudson Yards Event,01/24/2024 12:30:00 AM,01/27/2024 11:30:00 PM,Street Activity Permit Office,Production Event,Manhattan,11 AVENUE between WEST   33 STREET and WEST   30 STREET,East,Curb Lane Only,"4,","10,"
736010,Temporary Full Closure,01/23/2024 04:30:00 PM,01/23/2024 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,Sara D. Roosevelt Park: Nike Field-Soccer-02,,N/A,"03,","5,"
748053,Model Helicopter Flying,01/24/2024 08:00:00 AM,01/24/2024 08:00:00 PM,Parks Department,Special Event,Brooklyn,Calvert Vaux Park: Hobby Field,,N/A,"13,","60,"
742440,Rugby,01/23/2024 04:00:00 PM,01/23/2024 06:00:00 PM,Parks Department,Sport - Youth,Bronx,Macombs Dam Park: Soccer-01,,N/A,"04,","44,"
740581,Lawn closure - Diana Ross Lawn,01/24/2024 12:00:00 AM,01/24/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Diana Ross Playground Lawn,,N/A,"64,","22,"
689170,Miscellaneous,01/24/2024 10:00:00 AM,01/24/2024 06:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Newtown Barge Playground: Softball -01   (8 y/o and younger only) ,Newtown Barge Playground: Soccer -01   (8 y/o and younger only)  ,Newtown Barge Playground: Soccer -02  ( 8 y/o and younger only)",,N/A,"01, 1,","94,"
741429,Soccer - Non Regulation,01/23/2024 04:00:00 PM,01/23/2024 08:30:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Sunken Garden Fields-Soccer-90",,N/A,"11,","25,"
745251,Miscellaneous,01/24/2024 09:00:00 AM,01/24/2024 02:00:00 PM,Parks Department,Sport - Youth,Manhattan,De Witt Clinton Park: Soccer-01,,N/A,"04,","18,"
745050,Soccer - Non Regulation,01/24/2024 08:00:00 AM,01/24/2024 08:00:00 PM,Parks Department,Sport - Youth,Queens,Highland Park: Soccer-01,,N/A,"05,","75,"
745019,Soccer -Regulation,01/24/2024 09:00:00 AM,01/24/2024 06:00:00 PM,Parks Department,Sport - Adult,Manhattan,Pier 42: Soccer-01,,N/A,"3,","7,"
746673,Miscellaneous,01/24/2024 08:00:00 AM,01/24/2024 08:00:00 PM,Parks Department,Sport - Youth,Bronx,"Patterson Playground: Softball-01 ,Reverend T. Wendell Foster Park: Soccer-01 ,Reverend T. Wendell Foster Park: Soccer-02",,N/A,"01, 04,","40, 44,"
742184,Soccer -Regulation,01/24/2024 07:00:00 AM,01/24/2024 10:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Soccer-10",,N/A,"11,","25,"
745280,Soccer -Regulation,01/23/2024 04:00:00 PM,01/23/2024 08:00:00 PM,Parks Department,Sport - Youth,Queens,Montbellier Park: Soccer-01,,N/A,"12,","113,"
744116,From Here to Haiti SAT Queens 2024,05/18/2024 10:00:00 AM,05/18/2024 01:00:00 PM,Parks Department,Special Event,Queens,Little Bay Park: Little Bay Park,,N/A,"7,","109,"
745914,Miscellaneous,05/20/2024 09:00:00 AM,05/20/2024 02:00:00 PM,Parks Department,Special Event,Queens,Alley Pond Park: Alley Springfield BBQ Area Orange,,N/A,"11,","111,"
745251,Miscellaneous,01/30/2024 09:00:00 AM,01/30/2024 02:00:00 PM,Parks Department,Sport - Youth,Manhattan,De Witt Clinton Park: Soccer-01,,N/A,"04,","18,"
740978,Closed for the season - Billy Johnson,01/30/2024 12:00:00 AM,01/30/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Johnson Playground Lawns,,N/A,"64,","22,"
744986,Hockey,01/29/2024 12:00:00 PM,01/29/2024 06:00:00 PM,Parks Department,Sport - Youth,Queens,Juniper Valley Park: Hockey-01,,N/A,"05,","104,"
741477,Soccer -Regulation,01/30/2024 08:00:00 AM,01/30/2024 07:00:00 PM,Parks Department,Sport - Youth,Staten Island,"Fairview Park: Multi-Purpose Field-01 ,Bloomingdale Park: Youth Soccer-01",,N/A,"03, 3,","123,"
746105,Soccer -Regulation,01/30/2024 08:00:00 AM,01/30/2024 08:30:00 AM,Parks Department,Sport - Youth,Manhattan,"Pier 42: Soccer-01 ,James J Walker Park: Soccer-01",,N/A,"2, 3,","6, 7,"
741575,Soccer -Regulation,01/30/2024 08:00:00 AM,01/30/2024 10:00:00 PM,Parks Department,Sport - Youth,Bronx,Macombs Dam Park: Soccer-01,,N/A,"04,","44,"
742721,Soccer -Regulation,01/29/2024 12:00:00 PM,01/29/2024 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Calvert Vaux Park: Soccer-01,,N/A,"13,","60,"
744946,Frisbee,01/29/2024 12:00:00 PM,01/29/2024 10:00:00 PM,Parks Department,Sport - Adult,Brooklyn,"McCarren Park: Soccer-01 ,McCarren Park: Soccer-01",,N/A,"01,","94,"
745527,Soccer - Non Regulation,01/29/2024 03:00:00 PM,01/29/2024 06:00:00 PM,Parks Department,Sport - Youth,Manhattan,Peter's Field: Soccer-01,,N/A,"06,","13,"
740984,Soccer -Regulation,01/29/2024 08:00:00 PM,01/29/2024 10:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Bushwick Inlet Park: Soccer-01,,N/A,"01,","94,"
749112,Soccer -Regulation,01/29/2024 01:00:00 PM,01/29/2024 10:00:00 PM,Parks Department,Sport - Youth,Staten Island,Fairview Park: Multi-Purpose Field-01,,N/A,"3,","123,"
744941,Soccer -Regulation,01/29/2024 06:00:00 PM,01/29/2024 08:30:00 PM,Parks Department,Sport - Adult,Staten Island,Fairview Park: Multi-Purpose Field-01,,N/A,"3,","123,"
744667,Soccer - Non Regulation,01/30/2024 08:00:00 AM,01/30/2024 05:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Bill Brown Playground: Soccer-01,,N/A,"15,","61,"
741662,Lawn closure - Great Hill Oval,01/30/2024 12:00:00 AM,01/30/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,"Central Park: Great Hill Oval ,Central Park: Great Hill North ,Central Park: Great Hill South",,N/A,"64,","22,"
752701,Lacrosse,01/30/2024 08:00:00 AM,01/30/2024 02:30:00 PM,Parks Department,Sport - Youth,Brooklyn,"Parade Ground: Soccer-04A ,Parade Ground: Soccer-04B",,N/A,"14,","70,"
743180,Soccer - Non Regulation,01/29/2024 06:00:00 PM,01/29/2024 08:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Bushwick Inlet Park: Soccer-01,,N/A,"01,","94,"
747770,Football - Youth,01/30/2024 08:00:00 AM,01/30/2024 06:30:00 PM,Parks Department,Sport - Youth,Bronx,Pelham Bay Park: Aileen B Ryan-Football-01,,N/A,"28,","45,"
693864,Community Time,01/30/2024 08:00:00 AM,01/30/2024 08:00:00 PM,Parks Department,Special Event,Brooklyn,Maria Hernandez Park: Maria Hernandez Park-Softball-01,,N/A,"04,","83,"
744969,Soccer - Non Regulation,01/29/2024 06:00:00 PM,01/29/2024 08:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Leif Ericson Park: Dust Bowl - Soccer/Football-01,,N/A,"10,","68,"
745082,Soccer - Non Regulation,01/30/2024 08:00:00 AM,01/30/2024 09:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74",,N/A,"11,","25,"
747994,Softball - Adults,01/30/2024 08:00:00 AM,01/30/2024 03:30:00 PM,Parks Department,Sport - Youth,Bronx,Seton Park: Softball-02,,N/A,"08,","50,"
740914,Soccer - Non Regulation,01/29/2024 05:00:00 PM,01/29/2024 07:00:00 PM,Parks Department,Sport - Youth,Staten Island,Markham Playground: Multi Purpose Play Area-01,,N/A,"01,","120,"
740840,Soccer - Non Regulation,01/29/2024 06:00:00 PM,01/29/2024 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",,N/A,"2,","6,"
740888,Soccer - Non Regulation,01/29/2024 03:30:00 PM,01/29/2024 06:00:00 PM,Parks Department,Sport - Youth,Queens,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01,,N/A,"07,","109,"
741618,Soccer -Regulation,01/29/2024 04:00:00 PM,01/29/2024 08:00:00 PM,Parks Department,Sport - Youth,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
753166,Outdoor Recess- Outdoor learning Initiative,01/30/2024 10:00:00 AM,01/30/2024 03:00:00 PM,Parks Department,Special Event,Queens,Playground Ninety: Playground Ninety - Lawn,,N/A,"3,","115,"
740919,Football - Youth,01/29/2024 05:00:00 PM,01/29/2024 10:00:00 PM,Parks Department,Sport - Youth,Staten Island,Gen. Douglas MacArthur Park: Multi-Use Field-01,,N/A,"2,","122,"
743132,Barbecue,07/06/2024 09:00:00 AM,07/06/2024 06:30:00 PM,Parks Department,Special Event,Bronx,Pelham Bay Park and Orchard Beach: North Picnic Area 5,,N/A,"28,","45,"
741939,Miscellaneous,05/15/2024 09:00:00 AM,05/15/2024 02:00:00 PM,Parks Department,Special Event,Brooklyn,"McCarren Park: BBQ Area West   ,McCarren Park: Softball-02",,N/A,"01, 1,","94,"
739080,ROCKAWAY BEACH HALF MARATHON OR 5K,04/13/2024 09:00:00 AM,04/13/2024 11:00:00 AM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 94th Street,,N/A,"14,","100,"
744558,Miscellaneous,05/31/2024 08:00:00 AM,05/31/2024 02:00:00 PM,Parks Department,Special Event,Queens,Little Bay Park: Little Bay Park,,N/A,"7,","109,"
748689,Soccer - Non Regulation,01/21/2024 08:00:00 AM,01/21/2024 04:30:00 PM,Parks Department,Sport - Youth,Manhattan,Marx Brothers Playground: Soccer-01,,N/A,"11,","23,"
745058,Soccer -Regulation,01/27/2024 02:00:00 PM,01/27/2024 04:00:00 PM,Parks Department,Sport - Adult,Manhattan,Randall's Island Park: Wards Meadow Fields-Soccer-75,,N/A,"11,","25,"
739098,ROCKAWAY BEACH FATHERS DAY HALF MARATHON AND 5K,06/15/2024 07:00:00 AM,06/15/2024 10:00:00 AM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 94th Street,,N/A,"14,","100,"
745915,Miscellaneous,05/24/2024 09:00:00 AM,05/24/2024 01:00:00 PM,Parks Department,Special Event,Queens,Alley Pond Park: Alley Springfield BBQ Area Orange,,N/A,"11,","111,"
739131,Barbecue,09/01/2024 03:00:00 PM,09/01/2024 07:00:00 PM,Parks Department,Special Event,Queens,Cunningham Park: Picnic Green 2,,N/A,"8,","107,"
745075,Soccer -Regulation,02/11/2024 02:00:00 PM,02/11/2024 04:00:00 PM,Parks Department,Sport - Adult,Manhattan,Randall's Island Park: Wards Meadow Fields-Soccer-72,,N/A,"11,","25,"
749642,Soccer -Regulation,02/19/2024 08:00:00 PM,02/19/2024 10:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Bushwick Inlet Park: Soccer-01,,N/A,"01,","94,"
748230,Soccer - Non Regulation,01/29/2024 03:30:00 PM,01/29/2024 06:00:00 PM,Parks Department,Sport - Youth,Bronx,Crotona Park: Soccer-01,,N/A,"03,","42,"
742932,Soccer - Non Regulation,01/29/2024 04:00:00 PM,01/29/2024 08:00:00 PM,Parks Department,Sport - Youth,Queens,Forest Park: Soccer-01,,N/A,"82,","102,"
747939,Soccer - Non Regulation,01/29/2024 03:00:00 PM,01/29/2024 08:00:00 PM,Parks Department,Sport - Youth,Queens,Frank Principe Park / Maurice Park: Soccer-03,,N/A,"5,","104,"
744947,Frisbee,01/29/2024 07:00:00 PM,01/29/2024 09:00:00 PM,Parks Department,Sport - Adult,Manhattan,Harlem River Park: Football/Soccer-01,,N/A,"11,","25,"
679803,Lawn closed for season,01/30/2024 12:00:00 AM,01/30/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Great Hill Oval,,N/A,"64,","22,"
740825,Soccer - Non Regulation,01/30/2024 09:00:00 AM,01/30/2024 06:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75",,N/A,"11,","25,"
739345,aftercare,01/29/2024 03:00:00 PM,01/29/2024 05:00:00 PM,Parks Department,Special Event,Staten Island,"Naples Playground: Basketball-01 ,Naples Playground: Basketball-02 ,Naples Playground: Handball-01 ,Naples Playground: Handball-03 ,Naples Playground: Handball-02 ,Naples Playground: Handball-04",,N/A,"02,","122,"
748267,Outdoor Learning - PS 184,01/30/2024 07:30:00 AM,01/30/2024 02:30:00 PM,Parks Department,Special Event,Queens,Playground Twenty One: Playground Twenty One,,N/A,"7,","109,"
739789,Lawn closure - Pilgrim Hill,01/30/2024 12:00:00 AM,01/30/2024 01:00:00 AM,Parks Department,Special Event,Manhattan,Central Park: Pilgrim Hill,,N/A,"64,","22,"
748729,Frisbee,01/29/2024 08:00:00 PM,01/29/2024 11:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Sternberg Park (Lindsey Park): Football-01,,N/A,"01,","90,"
739847,Lawn Closure - Mineral Springs,01/30/2024 12:00:00 AM,01/30/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Mineral Springs,,N/A,"64,","22,"
739687,Lawn Closure East Meadow,01/30/2024 12:01:00 AM,01/30/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,"Central Park: East Meadow ,Central Park: East Meadow North Lawn ,Central Park: East Meadow Picnic Zone ,Central Park: Lawn Outside Bendheim Playground",,N/A,"64,","22,"
742003,Soccer - Non Regulation,01/30/2024 08:00:00 AM,01/30/2024 07:00:00 PM,Parks Department,Sport - Youth,Queens,Juniper Valley Park: Football-01,,N/A,"05,","104,"
739788,Lawn closure - Pond Lawn,01/30/2024 12:00:00 AM,01/30/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: The Pond Lawns,,N/A,"64,","22,"
746739,Soccer - Non Regulation,01/30/2024 10:00:00 AM,01/30/2024 03:30:00 PM,Parks Department,Sport - Youth,Manhattan,Robert Moses Playground: Soccer-01,,N/A,"06,","17,"
741245,Basketball,01/30/2024 09:00:00 AM,01/30/2024 05:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"JHS 51 JOP: Basketball-01 ,JHS 51 JOP: Basketball-02 ,JHS 51 JOP: Basketball-03",,N/A,"06,","78,"
745092,Soccer - Non Regulation,01/29/2024 07:00:00 PM,01/29/2024 09:00:00 PM,Parks Department,Sport - Adult,Manhattan,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",,N/A,"2,","6,"
740581,Lawn closure - Diana Ross Lawn,01/30/2024 12:00:00 AM,01/30/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Diana Ross Playground Lawn,,N/A,"64,","22,"
744959,Soccer - Non Regulation,01/29/2024 04:00:00 PM,01/29/2024 08:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Sternberg Park (Lindsey Park): Football-01,,N/A,"01,","90,"
740832,Soccer - Non Regulation,01/30/2024 08:30:00 AM,01/30/2024 10:00:00 AM,Parks Department,Sport - Adult,Manhattan,Sara D. Roosevelt Park: Nike Field-Soccer-02,,N/A,"03,","5,"
749043,Football - Youth,01/29/2024 06:00:00 PM,01/29/2024 10:00:00 PM,Parks Department,Sport - Youth,Staten Island,Fairview Park: Multi-Purpose Field-01,,N/A,"3,","123,"
749001,Soccer - Non Regulation,01/29/2024 06:00:00 PM,01/29/2024 08:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Sunset Park: Soccer-01A ,Sunset Park: Soccer-01B",,N/A,"07,","72,"
741432,Outdoor Learning,01/30/2024 08:00:00 AM,01/30/2024 03:00:00 PM,Parks Department,Special Event,Queens,Helen Marshall Playground: Multi-purpose Play Area,,N/A,"3,","115,"
741028,Soccer - Non Regulation,01/29/2024 06:00:00 PM,01/29/2024 08:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Calvert Vaux Park: Soccer-01,,N/A,"13,","60,"
679790,Lawn Closure Date closed for season,01/30/2024 12:00:00 AM,01/30/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Bowling Green Lawn,,N/A,"64,","22,"
739845,Lawn closure - East 106,01/30/2024 12:00:00 AM,01/30/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: East 106th St Lawn,,N/A,"64,","22,"
741181,Miscellaneous,01/30/2024 01:00:00 AM,01/30/2024 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Fort Hamilton Athletic Field (Ft. Hamilton HS): Baseball-01 ,Fort Hamilton Athletic Field (Ft. Hamilton HS): Softball-02 ,Fort Hamilton Athletic Field (Ft. Hamilton HS): Football-01 ,Fort Hamilton Athletic Field (Ft. Hamilton HS): Track-01",,N/A,"10,","68,"
744502,Football Ã¢â¬â Flag Football,01/30/2024 10:00:00 AM,01/30/2024 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,De Witt Clinton Park: Soccer-01,,N/A,"04,","18,"
744639,Soccer - Non Regulation,01/29/2024 08:00:00 PM,01/29/2024 10:00:00 PM,Parks Department,Sport - Adult,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
679798,Landscape closed for season,01/30/2024 12:00:00 AM,01/30/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dana Discovery Center Lawn,,N/A,"64,","22,"
739842,Lawn closure - Cedar Hill Bowl,01/30/2024 12:00:00 AM,01/30/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cedar Hill,,N/A,"64,","22,"
739440,Celebration,06/01/2024 10:00:00 AM,06/01/2024 06:00:00 PM,Parks Department,Special Event,Queens,Cunningham Park: Picnic Orange 2,,N/A,"8,","107,"
749957,Soccer - Non Regulation,03/16/2024 12:00:00 PM,03/16/2024 02:00:00 PM,Parks Department,Sport - Adult,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
745387,Track and Field,01/30/2024 08:00:00 AM,01/30/2024 08:00:00 PM,Parks Department,Sport - Youth,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
751965,Outdoor Learning,01/30/2024 07:00:00 AM,01/30/2024 03:00:00 PM,Parks Department,Special Event,Queens,Hinton Park: Hinton Park,,N/A,"3,","115,"
741640,Soccer -Regulation,01/29/2024 08:00:00 PM,01/29/2024 09:30:00 PM,Parks Department,Sport - Adult,Bronx,Macombs Dam Park: Soccer-01,,N/A,"04,","44,"
741372,Soccer - Non Regulation,01/29/2024 01:00:00 PM,01/29/2024 03:00:00 PM,Parks Department,Sport - Adult,Manhattan,Sara D. Roosevelt Park: Nike Field-Soccer-02,,N/A,"03,","5,"
679808,Landscape closed for season date,01/30/2024 12:00:00 AM,01/30/2024 11:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: East 72nd Street Playground Lawns,,N/A,"8,","19,"
745674,Soccer - Non Regulation,01/29/2024 04:00:00 PM,01/29/2024 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,P.O. Reinaldo Salgado Playground (PS 309): Football-01,,N/A,"03,","81,"
744934,Soccer - Non Regulation,01/29/2024 03:00:00 PM,01/29/2024 06:30:00 PM,Parks Department,Sport - Youth,Manhattan,Robert Moses Playground: Soccer-01,,N/A,"06,","17,"
740838,Soccer - Non Regulation,01/29/2024 01:00:00 PM,01/29/2024 09:00:00 PM,Parks Department,Sport - Youth,Staten Island,"Bloomingdale Park: Youth Soccer-01 ,Freshkills Park: Owl Hollow-Soccer-3",,N/A,"03,","123,"
740912,Soccer - Non Regulation,01/29/2024 03:00:00 PM,01/29/2024 05:30:00 PM,Parks Department,Sport - Youth,Manhattan,Eugene McCabe Field: Soccer-01,,N/A,"11,","25,"
739850,Lawn closure - Lawn behind the MET,01/30/2024 12:00:00 AM,01/30/2024 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Lawn Behind the Met Museum,,N/A,"64,","22,"
744875,Soccer - Non Regulation,01/29/2024 05:00:00 PM,01/29/2024 08:00:00 PM,Parks Department,Sport - Adult,Manhattan,Chelsea Park: Soccer-01,,N/A,"04,","10,"
746258,Soccer - Non Regulation,01/29/2024 03:00:00 PM,01/29/2024 07:00:00 PM,Parks Department,Sport - Youth,Bronx,Crotona Park: Soccer-02,,N/A,"3,","42,"
742184,Soccer -Regulation,01/30/2024 07:00:00 AM,01/30/2024 10:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Soccer-10",,N/A,"11,","25,"
743350,Soccer -Regulation,01/29/2024 04:30:00 PM,01/29/2024 06:00:00 PM,Parks Department,Sport - Youth,Manhattan,De Witt Clinton Park: Soccer-01,,N/A,"04,","18,"
741998,Miscellaneous,01/30/2024 08:00:00 AM,01/30/2024 04:00:00 PM,Parks Department,Sport - Youth,Manhattan,St Catherine's Park: Soccer-01,,N/A,"08,","19,"
